,zinc_id,smiles,Molecule Name,ROMol
237,ZINC000002570895,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,N-(4-piperidin-1-ylphenyl)cyclopropanecarboxamide,<rdkit.Chem.rdchem.Mol object at 0x000001923320BD60>
238,ZINC000001529266,CCN(CC)C(=S)SSC(=S)N(CC)CC,"N-(7-ethyl-2,3-dihydro-1,4-benzodioxin-6-yl)-3-piperidin-1-ylpropanamide",<rdkit.Chem.rdchem.Mol object at 0x000001923320BDD0>
239,ZINC000000602632,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,"3-(1,3-benzodioxol-5-yl)-2-hydroxy-5,7-dimethoxy-2,3-dihydrochromen-4-one",<rdkit.Chem.rdchem.Mol object at 0x000001923320BE40>
240,ZINC000084400879,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1,2-(2-fluoroethylsulfanyl)-N-phenylacetamide,<rdkit.Chem.rdchem.Mol object at 0x000001923320BEB0>
241,ZINC000019796087,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,1-tert-butyl-1-[1-[1-(1-tert-butylcyclohexyl)ethenoxy]ethenyl]cyclohexane,<rdkit.Chem.rdchem.Mol object at 0x000001923320BF20>
242,ZINC000000538275,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,"3,5,8,10,13,15-hexaoxatricyclo[9.4.0.02,7]pentadecan-6-ylmethyl acetate",<rdkit.Chem.rdchem.Mol object at 0x000001923320BF90>
243,ZINC000000596881,Clc1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,"2-amino-5,6-dihydro-4H-cyclopenta[b]thiophene-3-carboxamide",<rdkit.Chem.rdchem.Mol object at 0x000001923320D040>
244,ZINC000012414057,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,S-[(Z)-1-anilino-2-cyano-2-pyridin-1-ium-1-ylethenyl] 2-chloroethanethioate;chloride,<rdkit.Chem.rdchem.Mol object at 0x000001923320D0B0>
245,ZINC000000003876,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,"3-hydroxy-12-(3-hydroxy-4-methoxyphenyl)-8,16,17-trimethoxy-4-oxa-1-azapentacyclo[11.8.0.02,11.05,10.014,19]henicosa-2,5,8,10,12,14,16,18-octaen-7-one",<rdkit.Chem.rdchem.Mol object at 0x000001923320D120>
246,ZINC000000009342,CN(C)C[C@H](c1ccc(O)cc1)C1(O)CCCCC1,"[(7S,8R)-7-(2-methylbut-2-enoyloxy)-5,6,7,8-tetrahydro-3H-pyrrolizin-1-yl]methyl (2R)-2,3-dihydroxy-2-[(1R)-1-methoxyethyl]-3-methylbutanoate",<rdkit.Chem.rdchem.Mol object at 0x000001923320D190>
247,ZINC000003079342,C[N+](C)(C)CCOC(N)=O,"2-acetyl-5-bromo-1,9-dihydroxyxanthen-3-one",<rdkit.Chem.rdchem.Mol object at 0x000001923320D200>
248,ZINC000000004319,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,"4-(1,3-benzodioxol-5-ylmethyl)-1-[4-benzyl-2-hydroxy-5-[(2-hydroxy-2,3-dihydro-1H-inden-1-yl)amino]-5-oxopentyl]-N-tert-butylpiperazine-2-carboxamide",<rdkit.Chem.rdchem.Mol object at 0x000001923320D270>
249,ZINC000000074836,CN[C@@H](C)[C@H](O)c1ccccc1,[amino(phenoxy)phosphoryl]oxybenzene,<rdkit.Chem.rdchem.Mol object at 0x000001923320D2E0>
250,ZINC000000601301,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)N[C@@H](Cc1ccccc1)NS2(=O)=O,"4-[(7-hydroxy-6-methoxy-1,2,3,4-tetrahydroisoquinolin-1-yl)methyl]-5-methylbenzene-1,2-diol",<rdkit.Chem.rdchem.Mol object at 0x000001923320D350>
251,ZINC000004468778,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,"4-[(4-ethoxyphenyl)-hydroxymethylidene]-5-(3-pentoxyphenyl)-1-(2-phenylethyl)pyrrolidine-2,3-dione",<rdkit.Chem.rdchem.Mol object at 0x000001923320D3C0>
252,ZINC000004474405,CCNC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)CCc1ccccc1,"methyl 4-[[2-(2,4-dichlorophenoxy)acetyl]carbamothioylamino]benzoate",<rdkit.Chem.rdchem.Mol object at 0x000001923320D430>
253,ZINC000004693575,COc1ccc2nc([S@@](=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,"2-(4-methoxyphenyl)-4-[2-(1,3,3-trimethylindol-2-ylidene)ethylidene]-1,3-oxazol-5-one",<rdkit.Chem.rdchem.Mol object at 0x000001923320D4A0>
254,ZINC000000020228,C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,3-[4-[2-chloroethyl(2-fluoroethyl)amino]phenyl]propanoic acid,<rdkit.Chem.rdchem.Mol object at 0x000001923320D510>
255,ZINC000001542930,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21,"N-[(2-hydroxyphenyl)methylideneamino]-2-[[4-(4-methylphenyl)-5-pyridin-4-yl-1,2,4-triazol-3-yl]sulfanyl]acetamide",<rdkit.Chem.rdchem.Mol object at 0x000001923320D580>
256,ZINC000001550477,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,"4-[2-[(8S,9S,10R,11R,13R,14R,17R)-11,17-dihydroxy-10,13-dimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl]-2-oxoethoxy]-4-oxobutanoate",<rdkit.Chem.rdchem.Mol object at 0x000001923320D5F0>
257,ZINC000001542113,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,"1-[(4-methylphenyl)methyl]-4-[4-(2-phenylethyl)piperazin-1-yl]pyrazolo[3,4-d]pyrimidine",<rdkit.Chem.rdchem.Mol object at 0x000001923320D660>
258,ZINC000000968310,CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1,"N-(cyclopentylideneamino)-2-(2,4-dimethylanilino)acetamide",<rdkit.Chem.rdchem.Mol object at 0x000001923320D6D0>
259,ZINC000242437511,CN[C@H](C)[C@@H]1CC[C@H](N)[C@H](O[C@@H]2[C@H](N)C[C@H](N)[C@H](O[C@@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@@H]2O)O1,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001923320D740>
260,ZINC000245204949,C[N@+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001923320D7B0>
261,ZINC000003830943,CC(=O)N(C[C@H](O)CO)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(C(=O)NC[C@H](O)CO)c1I,2-[2-(benzenesulfonyl)ethylsulfanyl]-1-[2-(1-phenylcyclopropanecarbonyl)pyrazolidin-1-yl]ethanone,<rdkit.Chem.rdchem.Mol object at 0x000001923320D820>
262,ZINC000003875368,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,4-chloro-N-[[3-chloro-4-[(3-fluorophenyl)methoxy]phenyl]methyl]aniline,<rdkit.Chem.rdchem.Mol object at 0x000001923320D890>
263,ZINC000148723177,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,"(1S)-6-ethenyl-1-ethyl-2,3,5-triazabicyclo[2.2.2]octane",<rdkit.Chem.rdchem.Mol object at 0x000001923320D900>
264,ZINC000004641374,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C[C@@H](O)C[C@@H]1O,"6-benzyl-4-(4-ethoxyphenyl)-1-prop-2-enyl-4,7-dihydro-3H-pyrrolo[3,4-d]pyrimidine-2,5-dione",<rdkit.Chem.rdchem.Mol object at 0x000001923320D970>
265,ZINC000252679615,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(O)=N1,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001923320D9E0>
266,ZINC000253530025,C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3CC[C@]21CC,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001923320DA50>
267,ZINC000013512456,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,"7,8,9,12-tetrahydro-6H-isoindolo[1,2-b]quinazolin-10-one",<rdkit.Chem.rdchem.Mol object at 0x000001923320DAC0>
268,ZINC000022065398,C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,decyl phosphite,<rdkit.Chem.rdchem.Mol object at 0x000001923320DB30>
269,ZINC000031274852,Cc1ccc(/C(=C/CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,3-(3-methylphenyl)-2-[(1S)-1-(4-oxo-1H-quinazolin-2-yl)ethyl]sulfanylquinazolin-4-one,<rdkit.Chem.rdchem.Mol object at 0x000001923320DBA0>
270,ZINC000040430143,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,"(2S)-2-[(5E)-5-[[5-(4-bromophenyl)furan-2-yl]methylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]pentanedioic acid",<rdkit.Chem.rdchem.Mol object at 0x000001923320DC10>
271,ZINC000100013130,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,"(2S)-2-(3,4-dimethyl-N-methylsulfonylanilino)-N-[2-(N-methylanilino)ethyl]propanamide",<rdkit.Chem.rdchem.Mol object at 0x000001923320DC80>
272,ZINC000026664090,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,4-chloro-N-(2-fluoro-5-methylphenyl)-3-[(2-methoxyphenyl)sulfamoyl]benzamide,<rdkit.Chem.rdchem.Mol object at 0x000001923320DCF0>
273,ZINC000002000707,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,N-[3-methoxy-4-(2-oxochromen-3-yl)phenyl]-3-(2-oxochromen-3-yl)benzamide,<rdkit.Chem.rdchem.Mol object at 0x000001923320DD60>
274,ZINC000026985532,CC(C)(C)NC(=O)[C@@H]1C[C@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,"[(2R,3S)-3-(4-fluorophenyl)oxiran-2-yl]-(2-phenylmethoxyphenyl)methanone",<rdkit.Chem.rdchem.Mol object at 0x000001923320DDD0>
275,ZINC000028232746,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@@H](NC(=O)C(F)(F)F)[C@@H](O)[C@@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,"5-[4-[3-chloro-5-(trifluoromethyl)pyridin-2-yl]piperazine-1-carbonyl]-2,3-dimethylbenzenesulfonamide",<rdkit.Chem.rdchem.Mol object at 0x000001923320DE40>
276,ZINC000003874498,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,"2-cyano-N-(2,3-dihydro-1,4-benzodioxin-6-yl)-4-(3-methylphenoxy)butanamide",<rdkit.Chem.rdchem.Mol object at 0x000001923320DEB0>
277,ZINC000001530639,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,N-(1-benzylpiperidin-4-yl)-2-methylpropanamide,<rdkit.Chem.rdchem.Mol object at 0x000001923320DF20>
278,ZINC000242437514,CN[C@H](C)[C@@H]1CC[C@H](N)[C@H](O[C@H]2[C@H](O)[C@@H](O[C@@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@@H](N)C[C@H]2N)O1,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001923320DF90>
279,ZINC000003830391,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,"1-(3,6-dimethoxynaphthalen-2-yl)ethanone",<rdkit.Chem.rdchem.Mol object at 0x000001923320F040>
280,ZINC000003873921,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,[2-(4-methoxyphenyl)-2-oxoethyl] 4-[[4-[2-(4-chlorophenyl)-2-oxoethoxy]-4-oxobutanoyl]amino]benzoate,<rdkit.Chem.rdchem.Mol object at 0x000001923320F0B0>
281,ZINC000004217732,CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1,"6-acetyl-2-[[4-(dipropylsulfamoyl)benzoyl]amino]-5,7-dihydro-4H-thieno[2,3-c]pyridine-3-carboxamide",<rdkit.Chem.rdchem.Mol object at 0x000001923320F120>
282,ZINC000006745272,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,"N'-[(3-nitro-4-oxocyclohexa-2,5-dien-1-ylidene)methyl]pyridine-2-carbohydrazide",<rdkit.Chem.rdchem.Mol object at 0x000001923320F190>
283,ZINC000253476025,CC(C)[N@+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001923320F200>
284,ZINC000018203737,CC1=NN(c2ccccc2)C(=O)C1,[2-[1-(3-chlorophenyl)ethylamino]-2-oxoethyl] 4-bromo-1H-pyrrole-2-carboxylate,<rdkit.Chem.rdchem.Mol object at 0x000001923320F270>
285,ZINC000203686879,COC[C@H]1C[C@@H](c2ncc(-c3ccc4c(c3)COc3cc5c(ccc6[nH]c([C@@H]7CC[C@H](C)N7C(=O)[C@@H](NC(=O)OC)C(C)C)nc65)cc3-4)[nH]2)N(C(=O)[C@H](NC(=O)OC)c2ccccc2)C1,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001923320F2E0>
286,ZINC000000020220,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,"5-[3-(dimethylamino)propyl]-11H-benzo[b][1,4]benzodiazepin-6-one",<rdkit.Chem.rdchem.Mol object at 0x000001923320F350>
287,ZINC000000057435,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,(4-acetyl-1-methylpiperidin-1-ium-4-yl) benzoate;chloride,<rdkit.Chem.rdchem.Mol object at 0x000001923320F3C0>
288,ZINC000000057534,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,3-(2-chloroethylsulfanyl)propyl-(6-chloro-2-methoxyacridin-9-yl)azanium;chloride,<rdkit.Chem.rdchem.Mol object at 0x000001923320F430>
289,ZINC000000968273,O[C@@](CCN1CCCCC1)(c1ccccc1)C1CCCCC1,N-[1-(4-aminophenyl)ethylideneamino]-2-(3-chloro-2-methylanilino)acetamide,<rdkit.Chem.rdchem.Mol object at 0x000001923320F4A0>
290,ZINC000003831490,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,"1-(cyclopropanecarbonyl)-9b-phenyl-2,3-dihydroimidazo[2,1-a]isoindol-5-one",<rdkit.Chem.rdchem.Mol object at 0x000001923320F510>
291,ZINC000118912450,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,"2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]-N-[(1S)-1-[4-[3-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethoxy]propoxy]phenyl]ethyl]acetamide",<rdkit.Chem.rdchem.Mol object at 0x000001923320F580>
292,ZINC000003806413,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,"ethyl 1-[(2,5-difluorophenyl)carbamoyl]piperidine-3-carboxylate",<rdkit.Chem.rdchem.Mol object at 0x000001923320F5F0>
293,ZINC000000601253,CCOC(=O)O[C@@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@H](O)C[C@@]21C,"4-ethynyl-2-methyl-2,3,4a,5,6,7,8,8a-octahydro-1H-quinolin-4-ol",<rdkit.Chem.rdchem.Mol object at 0x000001923320F660>
294,ZINC000238809663,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001923320F6D0>
295,ZINC000000010164,C[C@H]1O[C@@]2(CS1)CN1CCC2CC1,"16,17-dimethoxy-5,7-dioxa-13-azapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-2,4(8),9,15(20),16,18-hexaen-21-ol",<rdkit.Chem.rdchem.Mol object at 0x000001923320F740>
296,ZINC000012484958,CC1=C(/C=C\C(C)=C/C=C\C(C)=C/C(=O)O)C(C)(C)CCC1,Not Found,<rdkit.Chem.rdchem.Mol object at 0x000001923320F7B0>
297,ZINC000019632706,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)[C@@H]1c1ccccc1[N+](=O)[O-],"2-[[5-[(4-tert-butylphenoxy)methyl]-4-ethyl-1,2,4-triazol-3-yl]sulfanyl]-N-(3-cyano-6-methyl-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)acetamide",<rdkit.Chem.rdchem.Mol object at 0x000001923320F820>
298,ZINC000000591993,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)[C@H]1c1ccccc1[N+](=O)[O-],5-chloro-1-(4-chlorophenyl)tetrazole,<rdkit.Chem.rdchem.Mol object at 0x000001923320F890>
299,ZINC000003920719,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,"[15,16-bis(4-hydroxybutyl)-12-[(2-methylpropan-2-yl)oxyimino]-10-[methyl(quinolin-8-ylsulfonyl)amino]-9-prop-2-enoxy-8-oxatetracyclo[7.7.1.02,7.013,17]heptadeca-2(7),3,5,13-tetraen-4-yl] N-(2,4-dimethoxyphenyl)carbamate",<rdkit.Chem.rdchem.Mol object at 0x000001923320F900>
300,ZINC000004083606,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"3-[[5-methyl-4-(4-propan-2-ylphenyl)-1,3-thiazol-2-yl]carbamoyl]-7-oxabicyclo[2.2.1]heptane-2-carboxylic acid",<rdkit.Chem.rdchem.Mol object at 0x000001923320F970>
301,ZINC000005224188,CS(C)=O,"N-[4-(2-chlorophenyl)-1,3-thiazol-2-yl]-3-(4-propoxyphenyl)prop-2-enamide",<rdkit.Chem.rdchem.Mol object at 0x000001923320F9E0>
302,ZINC000013545636,CCC[C@H](C)C1(CC)C(=O)NC(=O)NC1=O,"sodium;6-nitro-2-(3-nitrophenyl)-[1,2,4]triazolo[1,5-a]pyrimidin-4-id-7-one",<rdkit.Chem.rdchem.Mol object at 0x000001923320FA50>
303,ZINC000019796168,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,2-dihydroxyphosphanyloxyethyl dihydrogen phosphite,<rdkit.Chem.rdchem.Mol object at 0x000001923320FAC0>
304,ZINC000003782599,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,"7-chloro-8-(2-methylsulfonyl-5-phenyl-3,4-dihydropyrazol-3-yl)-2,3-dihydro-[1,4]dioxino[2,3-g]quinoline",<rdkit.Chem.rdchem.Mol object at 0x000001923320FB30>
305,ZINC000000075126,Cc1nccn1C[C@@H]1CCc2c(c3ccccc3n2C)C1=O,aluminum;2-methylpentane,<rdkit.Chem.rdchem.Mol object at 0x000001923320FBA0>
306,ZINC000003931840,C=C[C@]1(C)C[C@@H](OC(=O)CSC2C[C@@H]3CC[C@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,2-pentylpyrrolidine,<rdkit.Chem.rdchem.Mol object at 0x000001923320FC10>
307,ZINC000009302201,CC1=C(/C=C\C(C)=C\C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,N-[2-oxo-2-(propan-2-ylamino)ethyl]-2-(2-oxopyrrolidin-1-yl)benzamide,<rdkit.Chem.rdchem.Mol object at 0x000001923320FC80>
308,ZINC000013818943,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,(2S)-2-[[(2S)-2-amino-4-methylsulfanylbutanoyl]amino]-N-[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]-5-(diaminomethylideneamino)pentanamide;hydrochloride,<rdkit.Chem.rdchem.Mol object at 0x000001923320FCF0>
309,ZINC000022448983,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,"4-[3-(2-benzhydrylsulfanylethyl)-2,3-dihydro-1-benzofuran-7-yl]butanoic acid",<rdkit.Chem.rdchem.Mol object at 0x000001923320FD60>
310,ZINC000000968328,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,"N,N-diethyl-2-(3-methylphenoxy)acetamide",<rdkit.Chem.rdchem.Mol object at 0x000001923320FDD0>
311,ZINC000001530886,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,"(1S,2R)-2-(trifluoromethyl)cyclohexane-1-carboxamide",<rdkit.Chem.rdchem.Mol object at 0x000001923320FE40>
312,ZINC000002020233,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,"10-(3-chloro-4-methylphenyl)-5-cyclohexyl-3,4,6,8,10,11-hexazatricyclo[7.3.0.02,6]dodeca-1(9),2,4,7,11-pentaene",<rdkit.Chem.rdchem.Mol object at 0x000001923320FEB0>
313,ZINC000003794711,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,"diethyl 1-cyclohexylpiperidine-3,5-dicarboxylate",<rdkit.Chem.rdchem.Mol object at 0x000001923320FF20>
314,ZINC000003806262,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,"N-(1-ethynylcyclohexyl)-2-[1-(2,2,3,3-tetramethylcyclopropanecarbonyl)piperidin-4-yl]-1,3-thiazole-4-carboxamide",<rdkit.Chem.rdchem.Mol object at 0x000001923320FF90>
315,ZINC000001280665,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,"1-[4-[(2,3-dichlorophenyl)sulfamoyl]phenyl]-3-phenylurea",<rdkit.Chem.rdchem.Mol object at 0x0000019233210040>
316,ZINC000003977978,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,"N-[[2-(difluoromethoxy)phenyl]methylideneamino]-2-ethyl-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-amine",<rdkit.Chem.rdchem.Mol object at 0x00000192332100B0>
317,ZINC000003875357,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,"N-[(5-chloro-6-methoxy-1,3-benzothiazol-2-yl)carbamothioyl]-4-methoxybenzamide",<rdkit.Chem.rdchem.Mol object at 0x0000019233210120>
318,ZINC000013648755,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12C[C@@H]3C[C@@H](CC(O)(C3)C1)C2,"N-(2,4-dichloro-5-methoxyphenyl)-6,6-dimethyl-5H-[1,3]thiazolo[2,3-c][1,2,4]thiadiazol-3-imine",<rdkit.Chem.rdchem.Mol object at 0x0000019233210190>
319,ZINC000011616852,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@@H]2C[C@@H](NC(=O)C(F)(F)F)[C@@H](O)[C@@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,"5,7-dichloro-8-hydroxy-3-(5-methyl-1,3-thiazol-2-yl)quinazolin-4-one",<rdkit.Chem.rdchem.Mol object at 0x0000019233210200>
320,ZINC000000113446,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,"2,8,10,16,17,23-hexaoxa-5,13,20-triaza-1,9-diborabicyclo[7.7.7]tricosane",<rdkit.Chem.rdchem.Mol object at 0x0000019233210270>
321,ZINC000003941496,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,"[3-methyl-1-(2-methylphenyl)thieno[2,3-c]pyrazol-5-yl]-(4-pyridin-2-ylpiperazin-1-yl)methanone",<rdkit.Chem.rdchem.Mol object at 0x00000192332102E0>
322,ZINC000004215736,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,"N-(2,6-diphenyl-5-propyl-1,2,3,6-tetrahydropyridin-4-yl)hydroxylamine",<rdkit.Chem.rdchem.Mol object at 0x0000019233210350>
323,ZINC000008101109,O=C(O)P(=O)(O)O,"N-butyl-4-methoxy-N-[2-[3-(4-methylphenyl)-1,2,4-oxadiazol-5-yl]ethyl]benzamide",<rdkit.Chem.rdchem.Mol object at 0x00000192332103C0>
324,ZINC000012358719,CCOC(=O)c1ccc(N)cc1,"(8R,9R,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",<rdkit.Chem.rdchem.Mol object at 0x0000019233210430>
