,zinc_id,smiles,Molecule Name,ROMol
835,ZINC000003873832,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)cc1,ethyl 4-[(4-phenoxyphenyl)carbamoyl]piperazine-1-carboxylate,<rdkit.Chem.rdchem.Mol object at 0x000001922ECF1740>
836,ZINC000005456939,CC1=C(/C=C/C(C)=C/C=C\C(C)=C/C(=O)O)C(C)(C)CCC1,"(6E)-4-bromo-2-methoxy-6-[[(2-methylquinolin-7-yl)amino]methylidene]cyclohexa-2,4-dien-1-one",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF17B0>
837,ZINC000111460375,CC1(C)[C@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)/C2=C/c1ccc(/C=C2\C(=O)[C@@]3(CS(=O)(=O)O)CC[C@H]2C3(C)C)cc1,N-[(3-hydroxycyclohexyl)methyl]-2-[4-(trifluoromethoxy)phenyl]acetamide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECF1820>
838,ZINC000007997897,CN(C/C=C\c1ccccc1)Cc1cccc2ccccc12,"N-[(2R)-1-(1H-benzimidazol-2-ylamino)-3-methyl-1-oxobutan-2-yl]-2,6-difluorobenzamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF1890>
839,ZINC000008214651,FC(F)(F)C(F)(F)C(F)(F)F,"[2-[4-(dimethylcarbamoyl)anilino]-2-oxoethyl] 2-(2,5-difluorophenyl)sulfanylacetate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF1900>
840,ZINC000011616882,CNC(=O)c1ccccc1Sc1ccc2c(/C=C\c3ccccn3)n[nH]c2c1,"2-[(1S)-5-cyano-8-methyl-1-propyl-3,4-dihydro-[1]benzothiolo[2,3-c]pyran-1-yl]acetic acid",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF1970>
841,ZINC000001530689,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,"1-(1,3-benzodioxol-5-ylmethyl)-1-[[(2R)-oxolan-2-yl]methyl]-3-phenylurea",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF19E0>
842,ZINC000000001798,CN1CCC[C@@H]1c1cccnc1,"N-(3-methyl-5-sulfamoyl-1,3,4-thiadiazol-3-ium-2-yl)acetamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF1A50>
843,ZINC000001530617,CC(C)N(CC[C@@](C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,"(3R)-3-(4-benzylpiperidin-1-yl)-1-naphthalen-1-ylpyrrolidine-2,5-dione",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF1AC0>
844,ZINC000001530567,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,"diethyl 4-(4-hydroxy-3-methoxy-5-nitrophenyl)-1-methyl-4H-pyridine-3,5-dicarboxylate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF1B30>
845,ZINC000001530568,CC(C)NC[C@@H](O)COc1ccc(CCOCC2CC2)cc1,"dimethyl 4-(3-hydroxy-4-methoxyphenyl)-1-propan-2-yl-4H-pyridine-3,5-dicarboxylate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF1BA0>
846,ZINC000001530569,CC(C)NC[C@H](O)COc1ccc(COCCOC(C)C)cc1,"dimethyl 4-(4-methoxy-3-phenylmethoxyphenyl)-1-propan-2-yl-4H-pyridine-3,5-dicarboxylate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF1C10>
847,ZINC000001530570,CC(C)NC[C@@H](O)COc1ccc(COCCOC(C)C)cc1,"dimethyl 4-(4-methoxy-3-phenylmethoxyphenyl)-1-methyl-4H-pyridine-3,5-dicarboxylate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF1C80>
848,ZINC000001530600,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,"(2S,3R)-7-(1,3-dithiolan-2-ylidene)-2-phenylspiro[2.5]octan-8-one",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF1CF0>
849,ZINC000000000850,C[C@@H](c1cc2ccccc2s1)N(O)C(N)=O,"(2,3,5-trihydroxy-4-oxopentyl) dihydrogen phosphate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF1D60>
850,ZINC000000000853,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,"2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF1DD0>
851,ZINC000000001688,Nc1ccc(O)c(C(=O)O)c1,"7-chloro-5-(4-chlorophenyl)-1-methyl-3H-1,4-benzodiazepin-2-one",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF1E40>
852,ZINC000000001728,CC(C)(C(=O)c1cccnc1)c1cccnc1,"(10,13-dimethyl-3,17-dioxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-4-yl) acetate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF1EB0>
853,ZINC000000000856,COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1,"4,4,10,13,14-pentamethyl-17-(6-methylhept-5-en-2-yl)-2,3,5,6,7,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF1F20>
854,ZINC000000000905,CN(C)c1nc(N(C)C)nc(N(C)C)n1,2-acetamido-5-oxopentanoic acid,<rdkit.Chem.rdchem.Mol object at 0x000001922ECF1F90>
855,ZINC000000003642,CCc1cccc2c3c([nH]c12)[C@@](CC)(CC(=O)O)OCC3,"[11-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl] butanoate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0040>
856,ZINC000000039089,CNC[C@H](O)c1ccc(O)c(O)c1,pyridin-1-ium-2-ylmethyl 2-chloro-2-phenylacetate;chloride,<rdkit.Chem.rdchem.Mol object at 0x000001922ECF00B0>
857,ZINC000022016976,C[C@@H](O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,N-[1-[1-(azepan-1-yl)-1-oxopropan-2-yl]-2-oxopyrrolidin-3-yl]-6-chloronaphthalene-2-sulfonamide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0120>
858,ZINC000022016981,C[C@H](O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,5-(4-hydroxyphenyl)-N-[2-oxo-1-(1-oxo-1-piperidin-1-ylpropan-2-yl)pyrrolidin-3-yl]thiophene-2-sulfonamide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0190>
859,ZINC000022059268,O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,"methyl (2E)-2-[[3-[2-(4-aminophenyl)ethyl]-5-oxo-1,2-dihydropyrazol-4-yl]methylidene]-5-ethoxy-4-(2-methoxy-2-oxoethyl)pyrrole-3-carboxylate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0200>
860,ZINC000022059930,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@H]1CN,"4-[(E)-[3-cyclopropyl-4-[3-(2,5-dimethylpyrrolidin-1-yl)propyl]-5-methylpyrrol-2-ylidene]methyl]-5-pyrazin-2-yl-1,2-dihydropyrazol-3-one",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0270>
861,ZINC000022116612,Oc1ccc([C@H]2CNCCc3c2cc(O)c(O)c3Cl)cc1,methyl 2-[2-hydroxy-5-(2-methylheptan-2-yl)-3-(2-phenylpropan-2-yl)phenyl]benzotriazole-5-carboxylate,<rdkit.Chem.rdchem.Mol object at 0x000001922ECF02E0>
862,ZINC000000896717,COc1cc(/C(O)=N/S(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,N-(3-chloro-2-methylphenyl)-3-thiophen-2-ylprop-2-enamide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0350>
863,ZINC000000896918,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,(2S)-N-[(1R)-1-phenylethyl]oxolane-2-carboxamide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECF03C0>
864,ZINC000000897085,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,3-(5-methylfuran-2-yl)-N-[2-(trifluoromethyl)phenyl]prop-2-enamide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0430>
865,ZINC000000897232,CN1[C@H](CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,"(5E)-5-[(2-hydroxy-3-methoxy-5-nitrophenyl)methylidene]-1,3-dimethyl-2-sulfanylideneimidazolidin-4-one",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF04A0>
866,ZINC000000968263,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,2-(4-methoxyanilino)-N-[(2-methylphenyl)methylideneamino]acetamide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0510>
867,ZINC000000968330,CN(CCOc1ccc(C[C@H]2SC(=O)NC2=O)cc1)c1ccccn1,2-(3-methylphenoxy)-1-piperidin-1-ylethanone,<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0580>
868,ZINC000000402830,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,"17,18-dimethoxy-12-azatricyclo[13.4.0.04,9]nonadeca-1(19),2,4,6,8,15,17-heptaen-11-one",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF05F0>
869,ZINC000000403533,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,"(1R)-1-(3-chlorophenyl)-2-(2,3,4,6,7,8-hexahydropyrimido[1,2-a]pyrimidin-1-yl)ethanol",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0660>
870,ZINC000000403609,CC(C)(C)NC[C@@H](O)COc1nsnc1N1CCOCC1,diethyl 2-[5-[(7-chloro-1-hydroxy-3-methyl-4-oxidoquinoxalin-4-ium-2-ylidene)amino]benzotriazol-2-yl]pentanedioate,<rdkit.Chem.rdchem.Mol object at 0x000001922ECF06D0>
871,ZINC000000005878,NC(=O)c1cccnc1,"(1S,3aS,3bR,5aS,9aS,9bS,11aS)-1-hydroxy-1,9a,11a-trimethyl-2,3,3a,3b,4,5,5a,6,9,9b,10,11-dodecahydroindeno[4,5-h]isochromen-7-one",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0740>
872,ZINC000000394284,COc1ccccc1OC[C@@H](O)CO,"ethyl 11-oxo-9-phenyl-9,10-dihydro-7H-pyrido[1,2-a]perimidine-8-carboxylate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF07B0>
873,ZINC000000000693,C[C@](N)(Cc1ccc(O)cc1)C(=O)O,"2,2-dimethyl-3-(3,7,12,16,20-pentamethylhenicosa-3,7,11,15,19-pentaenyl)oxirane",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0820>
874,ZINC000053683345,COc1cc2/c(=N\c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,ethyl 3-[(2S)-2-formylpyrrolidin-1-yl]sulfonylbenzoate,<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0890>
875,ZINC000049643479,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,2-(4-acetamidopiperidin-1-yl)-2-oxo-N-[4-(propan-2-ylsulfonylmethyl)phenyl]acetamide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0900>
876,ZINC000052716421,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,"(3-ethyl-1,2,4-oxadiazol-5-yl)methyl (2S)-2-[2-chloro-4-(trifluoromethyl)anilino]-3-methylbutanoate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0970>
877,ZINC000052971887,NCCC[C@](N)(C(=O)O)C(F)F,"N-naphthalen-1-yl-2-[[2-oxo-1-(oxolan-2-ylmethyl)-5,6,7,8-tetrahydro-3H-quinazolin-1-ium-4-yl]sulfanyl]acetamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF09E0>
878,ZINC000053045054,C[C@@H](COc1ccccc1)N(CCCl)Cc1ccccc1,"[4-[2-(furan-2-yl)-4-(4-methylphenyl)sulfonyl-1,3-oxazol-5-yl]piperazin-1-yl]-(4-methylphenyl)methanone",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0A50>
879,ZINC000053683151,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,"2-[[(1R,5S)-3-hydroxy-2-(3-hydroxynon-1-enyl)-6-bicyclo[3.2.0]heptanylidene]amino]oxyacetic acid",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0AC0>
880,ZINC000034781704,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,"[2-[methyl-[(1S)-1,2,3,4-tetrahydronaphthalen-1-yl]amino]-2-oxoethyl] 2-[(5-nitrofuran-2-carbonyl)amino]benzoate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0B30>
881,ZINC000095619105,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,"N'-[(1S)-1-(5-fluoro-3-methyl-1-benzofuran-2-yl)ethyl]-N-(1,3-thiazol-2-yl)oxamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0BA0>
882,ZINC000006661227,N[C@@H](Cc1c[nH]cn1)C(=O)O,"(3aS,6R,6aS,10aR,11aS,11bR)-2-(3-chloro-4-methylphenyl)-6-(4-hydroxy-3,5-dimethoxyphenyl)-6a,9-diphenyl-4,6,10a,11,11a,11b-hexahydro-3aH-naphtho[6,7-e]isoindole-1,3,7,10-tetrone",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0C10>
883,ZINC000058581064,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N21,3-[2-[(1R)-1-[(2R)-3-[(2S)-2-[(4-chloro-3-ethylphenyl)methyl]pyrrolidin-1-yl]-2-hydroxypropoxy]ethyl]-4-fluoro-5-methylphenyl]propanoic acid,<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0C80>
884,ZINC000060325170,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,(2-chloro-5-methylphenyl) (3-methylphenyl)methanesulfonate,<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0CF0>
885,ZINC000064033452,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,"1-(4,5-dimethoxy-2-methylphenyl)-2,3-dimethyl-N-propylbutan-1-amine",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0D60>
886,ZINC000049036447,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,N'-(4-cyanobenzoyl)-5-phenyl-1-pyridin-2-ylpyrazole-3-carbohydrazide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0DD0>
887,ZINC000049841054,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,"(1R,4R,5R)-5-chloro-4-(chloromethyl)-1-phenyl-7-propan-2-yl-2-oxa-7-azabicyclo[3.2.0]heptan-6-one",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0E40>
888,ZINC000052509463,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,1-(3-nitrophenyl)-3-[[(3S)-1-propan-2-ylpiperidin-3-yl]methyl]urea,<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0EB0>
889,ZINC000052957434,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,"7-[2-(1,3-benzothiazol-2-ylsulfanyl)ethyl]-8-(3,4-dihydro-1H-isoquinolin-2-ium-2-ylidene)-3-methyl-9H-purine-2,6-dione",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0F20>
890,ZINC000053022902,NCCC[C@@](N)(C(=O)O)C(F)F,"4-(3-methyl-4-oxopyridazino[4,5-b]indol-5-yl)-N-(oxolan-2-ylmethyl)butanamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECF0F90>
891,ZINC000053045055,C[C@H](COc1ccccc1)N(CCCl)Cc1ccccc1,"(4-chlorophenyl)-[4-[2-(furan-2-yl)-4-(4-methylphenyl)sulfonyl-1,3-oxazol-5-yl]piperazin-1-yl]methanone",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF040>
892,ZINC000052509366,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,"4-[2-(4-but-3-ynylpiperazin-1-yl)-2-oxoethyl]-5-(4-methylphenyl)-1,2,4-triazole-3-thiolate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF0B0>
893,ZINC000004074875,CCOc1nc2cccc(C(=O)O[C@H](C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,"3-[[2,5-bis(methoxycarbonyl)phenyl]carbamoyl]bicyclo[2.2.1]hept-5-ene-2-carboxylic acid",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF120>
894,ZINC000004097427,CCOc1nc2cccc(C(=O)O[C@@H](C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,"3-[cyclopropanecarbonyl(cyclopropylmethyl)amino]-8-formyl-4-hydroxy-N-(2-hydroxyethyl)-6-methoxy-3,4,4a,9b-tetrahydrodibenzofuran-1-carboxamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF190>
895,ZINC000004693574,COc1ccc2nc([S@](=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,"N-[2-[5-[(3,4-dimethoxyphenyl)methylidene]-2,4-dioxo-1,3-thiazolidin-3-yl]ethyl]-4-methyl-3-piperidin-1-ylsulfonylbenzamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF200>
896,ZINC000096006020,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,(3R)-3-hydroxy-5-methyl-2-methylidenehexanenitrile,<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF270>
897,ZINC000000001175,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,"7,9-dihydro-3H-purine-2,6,8-trione",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF2E0>
898,ZINC000000000655,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1,diethoxy-hydroxy-sulfanylidene-lambda5-phosphane,<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF350>
899,ZINC000000000456,Cc1cccc(C)c1NC(=O)[C@H]1CCCCN1C,2-(carbamoylamino)-2-oxoacetic acid,<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF3C0>
900,ZINC000034051848,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,"(2,4,5-trichlorophenyl) 2-[(3S)-1,1-dioxothiolan-3-yl]sulfanylbenzoate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF430>
901,ZINC000000601316,C[N+]12CCC(CC1)[C@H](OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,1-chloro-4-(1-phenylethenyl)benzene,<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF4A0>
902,ZINC000000606383,Clc1ccc([C@@H](Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,"3-ethyl-2-(1-ethyl-5-oxo-3-phenyl-2-sulfanylideneimidazolidin-4-ylidene)-5-(3-methyl-1,3-benzothiazol-2-ylidene)-1,3-thiazolidin-4-one",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF510>
903,ZINC000000608101,Clc1ccc([C@@H](Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,2-(3-bromophenoxy)propanoic acid,<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF580>
904,ZINC000002539484,CN(CCCl)CCCl,[2-[[(2R)-butan-2-yl]amino]-2-oxoethyl] 2-(4-acetyl-2-methoxyphenoxy)acetate,<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF5F0>
905,ZINC000004474682,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1,"1-(2-ethylpiperidin-1-yl)-3,3-dimethylbutan-1-one",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF660>
906,ZINC000004577910,C[n+]1ccccc1/C=N/O,"N'-but-2-en-2-yl-2-(2,4,6-trichlorophenoxy)acetohydrazide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF6D0>
907,ZINC000004632106,Cc1cccc([C@H](C)c2cnc[nH]2)c1C,"1-(furan-2-ylmethyl)-4-[hydroxy(phenyl)methylidene]-5-(3-methylthiophen-2-yl)pyrrolidine-2,3-dione",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF740>
908,ZINC000006733300,C[C@H]1CNCCc2ccc(Cl)cc21,(3-phenylmethoxyphenyl)methyl N-[2-(5-morpholin-4-yltetrazol-2-yl)propanoylamino]carbamate,<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF7B0>
909,ZINC000003978005,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,1-[1-benzothiophen-3-yl-(5-methylthiophen-2-yl)methyl]piperazine,<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF820>
910,ZINC000003990451,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,"N-[1-[5-benzylsulfanyl-4-(4-methylphenyl)-1,2,4-triazol-3-yl]ethyl]naphthalene-2-sulfonamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF890>
911,ZINC000003995809,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S@@](=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,4-[6-chloro-7-methyl-2-(1-methylbenzimidazol-2-yl)-1H-indol-3-yl]butan-1-amine,<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF900>
912,ZINC000086040406,C1N2CN3CN1CN(C2)C3,"4-benzyl-3,6-dihydro-2H-1,4-oxazin-4-ium",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF970>
913,ZINC000100009278,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@@H](CO)c1ccccc1)C2,"methyl (1S,2S,4R)-5,5-dimethylbicyclo[2.1.1]hexane-2-carboxylate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEF9E0>
914,ZINC000100009280,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2,"2-(3,4-dimethoxy-N-methylsulfonylanilino)-N-[(4-methoxyphenyl)methyl]-N-methylacetamide",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEFA50>
915,ZINC000003830215,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,N-(2-hydroxy-3-morpholin-4-ylpropyl)-N-(4-methylphenyl)benzenesulfonamide,<rdkit.Chem.rdchem.Mol object at 0x000001922ECEFAC0>
916,ZINC000005133329,Oc1ccccc1,(4-hydroxy-5-oxo-2-phenylchromen-7-yl) 6-(phenylmethoxycarbonylamino)hexanoate,<rdkit.Chem.rdchem.Mol object at 0x000001922ECEFB30>
917,ZINC000118912393,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,[3-[5-[3-(anthracene-9-carbonyloxy)-2-hydroxypropoxy]naphthalen-2-yl]oxy-2-hydroxypropyl] anthracene-9-carboxylate,<rdkit.Chem.rdchem.Mol object at 0x000001922ECEFBA0>
918,ZINC000003079337,C[N+](C)(C)CCO,"11a-benzylsulfinyl-4-methyl-3,3-dioxo-2,5,5a,11b-tetrahydro-1H-naphtho[3,2-e][1]benzothiole-6,11-dione",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEFC10>
919,ZINC000003581355,CC[C@H](C)[C@H](N)C(=O)O,"N-benzyl-7-[4-(2-methoxyphenyl)piperazin-1-yl]-4-nitro-2,1,3-benzoxadiazol-5-amine",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEFC80>
920,ZINC000003645145,CC(C)C[C@H](N)C(=O)O,"3-(1-adamantyl)-1-(4-chloro-2-methylphenyl)-5,6-dihydro-4H-pyrrolo[2,3-c]pyrazole",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEFCF0>
921,ZINC000035024346,O=C(O)CCCC[C@@H]1SC[C@@H]2N=C(O)N[C@H]12,"(Z)-7-[(1S,5Z)-5-[(E)-hept-2-enylidene]-4-oxocyclopent-2-en-1-yl]hept-5-enoate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEFD60>
922,ZINC000000000490,COC(=O)c1ccccc1O,2-oxoethylphosphonic acid,<rdkit.Chem.rdchem.Mol object at 0x000001922ECEFDD0>
923,ZINC000000001706,COC(=O)c1cccnc1,4-(4-aminocyclohexylidene)imidazol-2-amine,<rdkit.Chem.rdchem.Mol object at 0x000001922ECEFE40>
924,ZINC000000002028,Oc1cccc(O)c1,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] dihydroxyphosphinothioyl hydrogen phosphate",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEFEB0>
925,ZINC000000156395,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,(2R)-2-amino-1-phenylpropan-1-one;hydrochloride,<rdkit.Chem.rdchem.Mol object at 0x000001922ECEFF20>
926,ZINC000000896409,OCCN(CCO)CCO,"1-(2,3-dihydroindol-1-yl)-2-ethylbutan-1-one",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEFF90>
927,ZINC000001576892,CCCCCCc1ccc(O)cc1O,"(3Z)-7-bromo-5-(2-chlorophenyl)-3-(thiophen-3-ylmethylidene)-4H-1,4-benzodiazepin-2-one",<rdkit.Chem.rdchem.Mol object at 0x000001922ECEE040>
928,ZINC000002561203,CCCCOCc1ccc(O)c(OC)c1,(5Z)-3-[4-(difluoromethoxy)phenyl]-5-(furan-2-ylmethylidene)-2-[(2S)-1-(2-methyl-1H-indol-3-yl)-1-oxopropan-2-yl]sulfanylimidazol-4-one,<rdkit.Chem.rdchem.Mol object at 0x000001922ECEE0B0>
